objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1237646381543326287,96.11593892,0.569639575,18.93719,16.56962,15.48036,15.06133,14.81821,211,301,5,368,1417666911319123968,STAR,0.000117932,1259,52931,578
1237646381543326009,96.04887964,0.58053795,17.75344,16.01047,15.51287,15.29505,15.12461,211,301,5,368,1417664162540054528,STAR,0.000112864,1259,52931,568
1237646381543325913,96.03725194,0.558609201,18.79584,17.11262,16.69115,16.51002,16.334,211,301,5,368,1417667186197030912,STAR,0.000115339,1259,52931,579
1237646381543325905,96.03670489,0.468477889,18.80263,17.18342,16.77893,16.59879,16.44357,211,301,5,368,1417663887662147584,STAR,0.000116434,1259,52931,567
1237646381543325839,96.02902532,0.589748098,17.61158,15.86968,15.39163,15.18249,15.02199,211,301,5,368,1417663337906333696,STAR,0.000112192,1259,52931,565
1237646381543325835,96.02778999,0.509547309,17.27788,15.63853,15.29246,15.15025,15.025,211,301,5,368,1417663063028426752,STAR,0.0001915,1259,52931,564
1237646381543261157,96.00814084,0.520645978,18.6527,17.6822,19.21713,16.95719,16.39001,211,301,5,367,1417662788150519808,STAR,0.000202467,1259,52931,563
1237646381543260744,95.95550246,0.420125114,17.36212,15.9069,15.5216,15.35418,15.20343,211,301,5,367,1417655916202846208,STAR,0.000147929,1259,52931,538
1237648702967185504,185.012159,-1.111441109,19.53371,18.75589,18.2605,17.93995,17.8565,752,301,1,277,324281471835596800,GALAXY,0.1572003,288,52000,81
1237648702967185465,185.0694218,-1.051128906,17.262,16.14839,15.70567,15.5601,15.49644,752,301,1,277,324284770370480128,STAR,0.000156675,288,52000,93
1237648702967185438,185.0308311,-1.080648157,16.96588,16.02831,15.7549,15.64717,15.60259,752,301,1,277,2880131470876239872,STAR,0.000762383,2558,54140,289
1237648702967054436,184.7512582,-1.114898426,19.42303,17.9242,17.15133,16.72932,16.40958,752,301,1,275,324293841341409280,GALAXY,0.1201394,288,52000,126
1237648702967054406,184.7061704,-1.236947134,17.78422,16.50031,15.87221,15.49801,15.28736,752,301,1,275,324315831573964800,GALAXY,0.06989451,288,52000,206
1237648702967578671,185.9556034,-1.121280204,15.19889,14.31452,14.05697,13.92906,13.91172,752,301,1,283,2880087490411128832,STAR,-0.000142278,2558,54140,129
1237648702967578701,185.8651533,-1.13614273,19.33216,17.8797,17.32971,17.11149,17.02826,752,301,1,283,2880107281620428800,STAR,0.000147598,2558,54140,201
1237648702967578753,185.9868527,-1.228780693,19.40865,18.44202,18.26136,18.21507,18.19971,752,301,1,283,2891366555784865792,STAR,-0.000507626,2568,54153,202
1237648702966923474,184.3880302,-1.193133102,19.24533,18.13623,17.77322,17.5135,17.37947,752,301,1,273,324329025713498112,GALAXY,0.07794146,288,52000,254
1237648702966923367,184.4405713,-1.199248473,18.06068,17.04281,16.69544,16.39104,16.25756,752,301,1,273,324327376446056448,GALAXY,0.07009142,288,52000,248
1237648702966923328,184.3833561,-1.082959746,19.39275,17.921,17.06458,16.63083,16.33663,752,301,1,273,324327926201870336,GALAXY,0.1586266,288,52000,250
1237648702966923322,184.3707509,-1.066392518,19.24695,18.14896,17.49914,17.11604,16.88354,752,301,1,273,324325727178614784,GALAXY,0.157098,288,52000,242
1237648702966923291,184.4761875,-1.179540456,18.16135,16.92731,17.02256,17.10938,17.11699,752,301,1,273,375038232359888896,STAR,-8.29E-05,333,52313,413
1237648702966792310,184.1529643,-1.082339667,18.48495,17.38919,17.0689,16.88264,16.72604,752,301,1,271,323136880616957952,GALAXY,0.02136928,287,52023,13
1237648702966792250,184.1879519,-1.05461744,18.95729,17.75833,17.39408,17.22012,17.1327,752,301,1,271,323136330861144064,STAR,0.000566117,287,52023,11
1237648702966792209,184.1065887,-1.082451676,17.47356,16.51067,16.19124,16.04983,16.00548,752,301,1,271,323146776221607936,STAR,1.724697E-05,287,52023,49
1237648702966726812,183.9693989,-1.203989362,18.67024,17.3274,16.66518,16.27936,16.0012,752,301,1,270,323145951587887104,GALAXY,0.0795421,287,52023,46
1237648702967775293,186.3266109,-1.135814689,18.55963,17.2025,16.70125,16.49608,16.42471,752,301,1,286,2880077045050664960,STAR,0.000292551,2558,54140,91
1237648702967775355,186.3932068,-1.190303671,17.94483,17.02604,16.81097,16.70743,16.66667,752,301,1,286,2880078694318106624,STAR,-0.000267524,2558,54140,97
1237648702967775359,186.3988992,-1.071354122,19.24024,17.59986,17.0181,16.78427,16.66175,752,301,1,286,2880078969196013568,STAR,0.000107798,2558,54140,98
1237648702967775368,186.4587014,-1.219398892,17.80784,16.75063,16.33755,16.15759,16.09212,752,301,1,286,2880075120905316352,STAR,-4.65E-05,2558,54140,84
1237648702966661296,183.9018984,-1.173980925,19.34145,17.35735,16.3837,15.94484,15.58079,752,301,1,269,323144577198352384,GALAXY,0.07562031,287,52023,41
1237648702966661285,183.8593745,-1.195077527,19.57924,18.51185,18.18766,17.99696,17.93033,752,301,1,269,364793796791134208,STAR,0.000583659,324,51666,8
1237648702966661167,183.8260336,-1.109845895,18.35799,16.40675,15.52149,15.10122,14.76636,752,301,1,269,323155847192537088,GALAXY,0.07594268,287,52023,82
1237648702967840884,186.4777236,-1.133397572,19.15625,18.08972,17.7972,17.57063,17.48377,752,301,1,287,325454925452568576,GALAXY,0.0486598,289,51990,254
1237648702967840928,186.5419167,-1.156469809,17.84915,16.64703,16.10961,15.80125,15.58915,752,301,1,287,325453551063033856,GALAXY,0.04202126,289,51990,249
1237648702966530271,183.5668161,-1.135877741,19.34089,17.41159,16.39621,15.92878,15.54577,752,301,1,267,323168491576256512,GALAXY,0.0996795,287,52023,128
1237648702966530252,183.5262049,-1.163990755,19.07644,17.19797,16.30089,15.8828,15.56139,752,301,1,267,323167392064628736,GALAXY,0.07057208,287,52023,124
1237648702966530213,183.4739964,-1.23142863,17.64879,16.49474,15.87173,15.4981,15.2808,752,301,1,267,323171790111139840,GALAXY,0.08193589,287,52023,140
1237648702967971974,186.8051284,-1.237388487,19.2942,19.46759,18.99985,19.03216,19.14045,752,301,1,289,325445579603732480,QSO,1.290582,289,51990,220
1237648702967971990,186.8546907,-1.074623611,19.47193,17.9617,17.3922,17.15622,17.07887,752,301,1,289,2880065500178573312,STAR,0.000137575,2558,54140,49
1237648702967971995,186.8720051,-1.184722474,19.36372,18.32858,17.76066,17.3986,17.20642,752,301,1,289,325440906679314432,GALAXY,0.1503709,289,51990,203
1237648702966333656,183.1553862,-1.223703765,18.9397,18.03588,17.71214,17.58936,17.5762,752,301,1,264,3722260084093460480,STAR,-0.000181855,3306,54922,127
1237648702966333652,183.1515693,-1.175277329,19.09086,17.49261,16.83718,16.59464,16.45383,752,301,1,264,363687962115860480,STAR,-8.43E-05,323,51615,81
1237648702966333581,183.0286184,-1.072707964,19.11371,17.37997,16.71033,16.23288,16.00918,752,301,1,264,323189657175091200,GALAXY,0.1143793,287,52023,205
1237648702966333526,183.128024,-1.170336409,18.49409,17.47146,17.1193,16.96527,16.94267,752,301,1,264,363722321854228480,STAR,0.000597956,323,51615,206
1237648702966333516,183.1047001,-1.242807027,18.26534,15.88963,14.92214,14.57991,14.39972,752,301,1,264,323190756686718976,STAR,-0.000107567,287,52023,209
1237648702964957305,180.0174546,-1.107905329,19.24194,17.4374,16.49413,15.95312,15.56135,752,301,1,243,320894150213920768,GALAXY,0.07435275,285,51930,46
1237648675608330665,249.3934118,1.189138072,19.31854,18.03506,17.42109,17.00215,16.74664,745,301,6,606,391968501633411072,GALAXY,0.09111653,348,51671,565
1237648675608265019,249.3717383,1.166899288,18.21869,17.68738,17.52145,17.46312,17.54388,745,301,6,605,391970425778759680,STAR,0.000451306,348,51671,572
1237648675608199253,249.1129862,1.235717361,17.70554,16.52928,16.01862,15.81514,15.72117,745,301,6,604,391958880906668032,STAR,0.000243078,348,51671,530
1237648675608003121,248.6833268,1.177545944,19.46411,19.24191,19.19376,19.01704,19.03733,745,301,6,601,391935791162484736,QSO,1.65905,348,51671,446
1237648675607871843,248.4424308,1.178182119,18.99841,17.97799,17.59079,17.44803,17.43322,745,301,6,599,391925345802020864,STAR,-0.000312095,348,51671,408
1237648675607805977,248.1930024,1.219958487,19.07216,17.62166,16.99716,16.73726,16.6159,745,301,6,598,391914350685743104,STAR,-0.000263835,348,51671,368
1237648675607675645,247.9992702,1.215437651,19.45591,18.42202,18.07938,17.94658,17.88251,745,301,6,596,391914625563650048,STAR,-0.000115725,348,51671,369
1237648675607019707,246.4883436,1.182787728,18.29642,17.28916,16.95478,16.80289,16.76402,745,301,6,586,409949920313763840,STAR,-0.000201312,364,52000,445
1237648675607019698,246.4839792,1.251250215,18.541,16.58596,15.81648,15.5799,15.44287,745,301,6,586,409950744947484672,STAR,1.990301E-05,364,52000,448
1237648675606954669,246.3372262,1.243573698,17.97382,16.7313,16.19508,15.91699,15.71101,745,301,6,585,409950195191670784,GALAXY,0.04765368,364,52000,446
1237648675606823365,246.0849394,1.174141612,18.78055,17.26691,16.68871,16.4583,16.32949,745,301,6,583,409939474953299968,STAR,-1.47E-06,364,52000,407
1237648675606692421,245.7157934,1.245388073,19.22342,19.01674,18.70262,18.65875,18.62971,745,301,6,581,409917759598651392,QSO,1.227615,364,52000,328
1237648675606691936,245.6912055,1.243758422,19.28122,17.97229,17.63551,17.44405,17.41145,745,301,6,581,409919133988186112,GALAXY,0.02442459,364,52000,333
1237648675606691884,245.6636031,1.247617541,18.91944,17.80179,17.39375,17.17265,17.08438,745,301,6,581,409919958621906944,GALAXY,0.02452652,364,52000,336
1237648675606495865,245.2816696,1.177758325,19.52551,18.07914,17.3061,16.86974,16.54156,745,301,6,578,389728521938823168,GALAXY,0.1330015,346,51693,608
1237648675606430099,245.0866342,1.228436228,16.85358,15.63081,15.09907,14.80041,14.57816,745,301,6,577,389727147549288448,GALAXY,0.03223962,346,51693,603
1237648675606233743,244.7352977,1.184178723,18.20337,16.35203,15.42559,14.97615,14.64996,745,301,6,574,389705707072546816,GALAXY,0.05805147,346,51693,525
1237648675606233649,244.6934691,1.200678933,19.56508,18.07842,17.59711,17.30647,17.1456,745,301,6,574,389705157316732928,GALAXY,0.05813755,346,51693,523
1237648675606233552,244.6414859,1.250785939,18.85786,16.96216,16.00313,15.49234,15.12086,745,301,6,574,389707081462081536,GALAXY,0.05765377,346,51693,530
1237648675606233376,244.7162873,1.181679194,18.67052,17.45886,17.00055,16.8126,16.78932,745,301,6,574,389704607560919040,STAR,-0.000359101,346,51693,521
1237648675606167925,244.4563602,1.16177486,18.83757,17.12259,16.36792,15.90656,15.59752,745,301,6,573,389709830241150976,GALAXY,0.05877787,346,51693,540
1237648675606167707,244.4935739,1.155138666,18.86985,17.91304,17.55133,17.18573,17.09064,745,301,6,573,389705432194639872,GALAXY,0.05902028,346,51693,524
1237648675606036798,244.1631715,1.207766568,19.39457,18.11488,17.46252,17.07111,16.83985,745,301,6,571,389685091229526016,GALAXY,0.05537476,346,51693,450
1237648675605905957,243.9275011,1.249024769,19.38903,18.33714,17.6864,17.27947,17.02616,745,301,6,569,389672171967899648,GALAXY,0.1327327,346,51693,403
1237648675605840386,243.7941637,1.165912258,18.91756,17.30178,16.46264,15.98732,15.63404,745,301,6,568,389663100996970496,GALAXY,0.02809832,346,51693,370
1237648675605774871,243.6244029,1.167597551,18.02971,16.8872,16.42735,16.15031,15.96064,745,301,6,567,389660627095808000,GALAXY,0.0286315,346,51693,361
1237648675605446971,242.8431669,1.182518318,19.52223,17.41989,16.59553,16.32717,16.17988,745,301,6,562,388593276132812800,STAR,-0.000101878,345,51690,574
1237648675605446927,242.8109755,1.127497125,18.25661,17.47846,17.03543,16.51574,16.53835,745,301,6,562,388592726376998912,GALAXY,0.1067022,345,51690,572
1237648675605446841,242.9098267,1.127438861,18.71211,17.42109,16.88094,16.67633,16.58089,745,301,6,562,388592176621185024,STAR,-0.00014306,345,51690,570
1237648675605446684,242.8252267,1.05878492,18.72041,17.24872,16.62611,16.3921,16.27407,745,301,6,562,388590252475836416,STAR,-0.00023016,345,51690,563
1237648675605381513,242.7278994,1.12073441,17.87721,16.59167,15.95641,15.56669,15.33162,745,301,6,561,388579532237465600,GALAXY,0.05804155,345,51690,524
1237648675605381419,242.6905101,1.215065876,18.75865,17.75045,17.3277,17.0813,16.96067,745,301,6,561,388578707603744768,GALAXY,0.02796681,345,51690,521
1237648675605381345,242.7969826,1.187051675,18.37573,16.87815,16.28783,16.05516,15.95649,745,301,6,561,388591351987464192,STAR,-9.54E-05,345,51690,567
1237648675605316104,242.5910526,1.243634585,19.49664,18.28441,17.72901,17.33362,17.14402,745,301,6,560,388556717371189248,GALAXY,0.05762954,345,51690,441
1237648675605315842,242.6278702,1.184516967,18.36225,17.05275,16.56915,16.37815,16.33203,745,301,6,560,388580356871186432,STAR,-0.000219439,345,51690,527
1237648675605315758,242.5625403,1.190245117,18.42238,18.22688,18.16234,18.02632,17.98409,745,301,6,560,388558916394444800,QSO,1.92721,345,51690,449
1237648675605250531,242.4510598,1.089579084,18.46837,17.05451,16.43692,16.05719,15.81721,745,301,6,559,388557816882817024,GALAXY,0.05591223,345,51690,445
1237648675605250239,242.4869273,1.195688355,17.87385,15.88812,15.0771,14.77845,14.60094,745,301,6,559,388559191272351744,STAR,-0.00010673,345,51690,450
1237648675605250186,242.4383975,1.171876364,17.91883,16.78357,16.36801,16.02861,15.8854,745,301,6,559,388546272010725376,GALAXY,0.05555231,345,51690,403
1237648675605250170,242.427462,1.073492979,19.35234,17.07839,16.13249,15.78959,15.60029,745,301,6,559,388547921278167040,STAR,-8.47E-05,345,51690,409
1237648675605184926,242.2733329,1.082977569,19.36918,18.02738,17.53441,17.23723,17.04132,745,301,6,558,388547371522353152,GALAXY,0.05533386,345,51690,407
1237648675605119699,242.1038924,1.135320988,19.51914,18.35248,17.83754,17.54294,17.34665,745,301,6,557,388539125185144832,GALAXY,0.05574461,345,51690,377
1237648675605119520,242.1865666,1.078928545,18.87871,17.66926,17.05803,16.73153,16.41729,745,301,6,557,388537201039796224,GALAXY,0.0277606,345,51690,370
1237648675605119332,242.1047304,1.107361966,19.35062,17.90006,17.33493,16.98621,16.73307,745,301,6,557,388534727138633728,GALAXY,0.08144762,345,51690,361
1237648675605053923,242.0327747,1.085363567,17.92471,16.89563,16.34107,16.06352,15.82847,745,301,6,556,388535826650261504,GALAXY,0.0244775,345,51690,365
1237648675604988405,241.8526549,1.138414844,19.53237,17.64661,16.59679,16.07399,15.67989,745,301,6,555,388527855190960128,GALAXY,0.05667758,345,51690,336
1237648675604987914,241.7664745,1.10819244,18.36716,16.15226,15.06507,14.51372,14.05285,745,301,6,555,388525106411890688,GALAXY,0.02725771,345,51690,326
1237648675604791855,241.4533569,1.10397579,19.27841,18.15512,17.91325,17.84251,17.83266,745,301,6,552,387464077741418496,STAR,-0.000640316,344,51693,562
1237648675604791614,241.342917,1.174300666,19.51355,19.20316,19.45578,19.71678,19.94081,745,301,6,552,387465727008860160,STAR,-0.000275989,344,51693,568
1237648675604660569,241.0794562,1.138516823,17.7902,16.62802,16.15077,15.85967,15.6565,745,301,6,550,387435215561189376,GALAXY,0.04806982,344,51693,457
1237648675604660350,241.0796716,1.156436331,19.165,17.99521,17.49818,17.28169,17.1658,745,301,6,550,387435765317003264,STAR,-9.86E-05,344,51693,459
1237648675604660309,241.0508137,1.087695696,19.245,17.94308,17.41553,17.2252,17.12269,745,301,6,550,387433291415840768,STAR,-0.000383814,344,51693,450
1237648675604463996,240.5970238,1.196639464,18.77401,16.71831,15.68455,15.18589,14.78844,745,301,6,547,387420097276307456,GALAXY,0.06836636,344,51693,402
1237648675604267156,240.1976701,1.095280177,17.96424,16.81256,16.38078,16.22849,16.13605,745,301,6,544,387409926793750528,STAR,-6.57E-05,344,51693,365
1237648675604267127,240.1972128,1.069755631,18.25095,17.02913,16.44231,16.17621,16.09567,745,301,6,544,387398656799565824,STAR,-7.09E-05,344,51693,324
1237648675604267010,240.1196725,1.174081769,17.99823,17.6965,17.54185,17.39625,17.22874,745,301,6,544,387401955334449152,QSO,0.4285848,344,51693,336
1237648675604201503,239.9745981,1.080735772,19.00193,17.77284,17.19768,16.95445,16.83185,745,301,6,543,386350272445704192,STAR,-0.000124577,343,51692,606
1237648675604136000,239.8650475,1.087974307,19.56671,18.13428,17.45751,17.1626,16.9777,745,301,6,542,386349997567797248,STAR,-0.000239917,343,51692,605
1237648675604135990,239.8587799,1.124589896,18.62193,17.39509,16.90178,16.71416,16.59421,745,301,6,542,386350822201518080,STAR,-0.000222035,343,51692,608
1237648675604135955,239.8257811,1.115126874,18.7716,16.93115,16.23289,15.9867,15.83284,745,301,6,542,386349447811983360,STAR,-0.000203386,343,51692,603
1237648675604070613,239.6784087,1.19478032,19.35302,17.84436,17.16458,16.87727,16.69646,745,301,6,541,386338177817798656,STAR,-0.000224826,343,51692,562
1237648703509102769,196.5548982,-0.664146939,19.00659,17.46996,16.69207,16.29661,16.01036,752,301,2,354,331066557855721472,GALAXY,0.08398743,294,51986,189
1237648703509102812,196.6126413,-0.806040928,18.73435,16.83528,15.89845,15.49562,15.14348,752,301,2,354,331052539082467328,GALAXY,0.08417733,294,51986,138
1237648703509102821,196.6234589,-0.797385299,19.27567,17.23888,16.27929,15.86932,15.52172,752,301,2,354,4561040403370104832,GALAXY,0.08421105,4051,55337,72
1237648703509299300,197.0511669,-0.800848265,17.83527,16.58212,16.1821,16.04291,16.0348,752,301,2,357,3294462094975461376,STAR,4.036106E-05,2926,54625,287
1237648703509299303,197.0551867,-0.710263446,18.86994,18.84002,18.82285,18.57977,18.37008,752,301,2,357,331040169576654848,QSO,2.014817,294,51986,93
1237648703510872314,200.676361,-0.663860353,19.30794,19.04743,19.00151,18.79761,18.77819,752,301,2,381,333283997897484288,QSO,1.582299,296,51984,64
1237648703510872275,200.6453652,-0.679718877,17.47912,16.09549,15.40855,15.05322,14.76498,752,301,2,381,333296642281203712,GALAXY,0.04545274,296,51984,110
1237648703510872254,200.6241417,-0.777419541,19.45424,17.0256,15.91278,15.48616,15.22603,752,301,2,381,3723381311881191424,STAR,-0.000123804,3307,54970,110
1237648703510806859,200.516291,-0.821518935,19.22735,18.15251,17.73294,17.46182,17.33928,752,301,2,380,333267780100974592,GALAXY,0.07863385,296,51984,5
1237648703510806850,200.4974043,-0.660242962,19.27074,18.33159,17.72468,17.41358,17.25731,752,301,2,380,333295267891668992,GALAXY,0.1808268,296,51984,105
1237648703510806829,200.4824745,-0.638688424,19.04042,17.03662,15.97321,15.5237,15.10743,752,301,2,380,333298016670738432,GALAXY,0.1084637,296,51984,115
1237648703510741275,200.2523618,-0.747640539,19.59779,18.18178,17.48014,17.09177,16.8099,752,301,2,379,333315333978875904,GALAXY,0.1067093,296,51984,178
1237648703510741209,200.3263756,-0.738697239,19.58449,18.366,17.65677,17.27003,16.99363,752,301,2,379,333306537885853696,GALAXY,0.1057186,296,51984,146
1237648703510741205,200.324731,-0.777605816,19.3432,17.89561,17.00133,16.5226,16.18343,752,301,2,379,334472844425586688,GALAXY,0.1089624,297,51959,293
1237648703510741181,200.304829,-0.645412611,19.58232,17.62089,16.65487,16.23807,15.86358,752,301,2,379,333310935932364800,GALAXY,0.08400247,296,51984,162
1237648703510675634,200.1571488,-0.649082154,19.13481,18.11898,17.65266,17.3553,17.14689,752,301,2,378,333313134955620352,GALAXY,0.1093265,296,51984,170
1237648703510675593,200.1201448,-0.806927851,18.83885,17.64994,17.13454,16.80813,16.63157,752,301,2,378,333318907391666176,GALAXY,0.08545643,296,51984,191
1237648703510610183,200.01023,-0.808108644,19.37177,18.18778,17.58348,17.13908,16.93864,752,301,2,377,333319732025387008,GALAXY,0.08275792,296,51984,194
1237648703510544559,199.8584476,-0.730710766,19.53188,17.64628,16.75193,16.34617,16.0192,752,301,2,376,333316158612596736,GALAXY,0.08446324,296,51984,181
1237648703510544542,199.8359598,-0.762394036,19.40141,17.64815,16.74163,16.27198,15.94268,752,301,2,376,333329902507943936,GALAXY,0.08888021,296,51984,231
1237648703510544472,199.9137026,-0.743903882,17.19612,15.83726,15.2793,15.03549,14.92108,752,301,2,376,3723408524793978880,STAR,-0.000361061,3307,54970,209
1237648703510544469,199.9115291,-0.827788918,17.84523,17.62344,17.53355,17.54563,17.44993,752,301,2,376,333318357635852288,QSO,0.8911434,296,51984,189
1237648703510479021,199.6864529,-0.733793414,19.25562,17.23803,16.25903,15.8357,15.43507,752,301,2,375,333328528118409216,GALAXY,0.0859492,296,51984,226
1237648703510479005,199.6761882,-0.792305219,18.74306,17.51584,16.8362,16.44594,16.19042,752,301,2,375,333343371525384192,GALAXY,0.08478002,296,51984,280
1237648703510478991,199.6697705,-0.822973477,18.72229,17.34192,16.67519,16.27271,15.94496,752,301,2,375,333338698600966144,GALAXY,0.04720235,296,51984,263
1237648703510478979,199.6550339,-0.707468234,18.20212,16.94959,16.30258,15.89587,15.62526,752,301,2,375,333343096647477248,GALAXY,0.08120288,296,51984,279
1237648703510413537,199.6286233,-0.787458164,19.5239,17.60466,16.64084,16.20983,15.84354,752,301,2,374,333339798112593920,GALAXY,0.08827489,296,51984,267
1237648703510413501,199.606573,-0.710735914,18.59287,17.0871,16.29822,15.88552,15.56863,752,301,2,374,333338423723059200,GALAXY,0.08077726,296,51984,262
1237648703510413495,199.6045304,-0.747162774,19.39135,18.09164,17.4505,17.07291,16.82672,752,301,2,374,333342272013756416,GALAXY,0.08178464,296,51984,276
1237648703510413477,199.5932176,-0.698224949,19.344,18.21936,17.61789,17.25592,17.01245,752,301,2,374,333341172502128640,GALAXY,0.08580142,296,51984,272
1237648703510413433,199.5571149,-0.643822389,19.20914,17.31455,16.2501,15.78516,15.4022,752,301,2,374,4508151694782388224,GALAXY,0.1110676,4004,55321,176
1237648703510413432,199.5558842,-0.647869929,18.62314,17.42837,16.7199,16.27669,16.00169,752,301,2,374,333353542007941120,GALAXY,0.1102697,296,51984,317
1237648703510413330,199.5353341,-0.681150473,18.73468,16.87773,15.9586,15.55689,15.23007,752,301,2,374,333349693717243904,GALAXY,0.08575411,296,51984,303
1237648703510413326,199.5125061,-0.672302056,18.4182,17.24102,16.8164,16.64818,16.56969,752,301,2,374,333351068106778624,STAR,-6.48E-05,296,51984,308
1237648703510282486,199.2559879,-0.743886495,19.02447,17.46911,16.76896,16.44058,16.16151,752,301,2,372,332160297030674432,GALAXY,0.08190707,295,51985,72
1237648703510282483,199.2346915,-0.691787476,19.28875,18.07222,17.39763,17.04593,16.81871,752,301,2,372,332157823129511936,GALAXY,0.144422,295,51985,63
